wczytywanie;zapisywanie;usuwanie;usuwanie ostatniego;usuwanie pierwszego;usuwanie wszystkiego;dodawanie;dodawaniena pierwszego;dodawanie ostatniego;wyszukiwanie;równowa¿enie drzewa
0.3583;0;664.105;0;0;0.0028;0.0019;0;0;0.00090.0181
0.109;0;0;0;0;0.0069;0;0;0;00.0036
0.0929;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
0;0;0;0;0;0;0;0;0;00
